no2;ozone;temperature;humidity;estimates
0.01;33;-7.74;72.35;0
0.01;46;-3.06;68.72;0
0.01;26;-0.6;44.51;0
0.01;21;-4.44;49.32;0
0.01;37;-7.05;16.2;0
0.04;70;-8.12;43.88;1
0.01;22;4.62;82.59;0
0.01;25;-5.02;83.58;0
0.02;75;39.37;12.88;1
0.02;95;38.29;71.57;2
0.02;7;7.0;26.77;1
0.02;37;-0.62;66.53;1
0.04;55;7.69;64.44;1
0.02;29;12.74;12.17;1
0.25;120;33.1;81.82;2
0.04;26;0.8;88.99;1
0.04;80;20.48;83.31;1
0.03;53;35.06;63.06;1
0.01;101;-5.83;75.12;2
0.01;50;23.67;55.59;0
0.05;75;33.8;79.89;1
0.01;44;37.11;77.35;0
0.01;80;1.74;99.25;1
0.01;90;33.23;81.78;2
0.01;95;21.98;10.52;2
0.02;80;-1.55;34.17;1
0.01;44;6.29;69.31;0
0.02;59;0.61;54.01;1
0.0;27;23.78;84.09;0
0.0;31;-0.04;84.72;0
0.01;17;-7.54;20.67;0
0.05;9;-5.55;85.46;1
0.05;77;0.95;38.28;1
0.0;36;7.94;19.04;0
0.02;91;27.31;50.14;2
0.02;92;28.97;22.05;2
0.01;58;-4.18;16.17;1
0.03;99;9.0;38.54;2
0.02;45;7.32;36.5;1
0.03;10;-2.7;19.33;1
0.01;6;11.45;56.02;0
0.01;26;7.3;54.26;0
0.01;102;15.88;38.29;2
0.02;88;1.1;70.95;2
0.01;53;-7.2;50.12;1
0.04;89;9.94;51.22;2
0.04;84;36.2;61.42;2
0.24;105;31.19;84.43;2
0.01;37;30.14;62.88;0
0.01;20;20.33;67.45;0
0.07;29;19.8;67.25;0
0.01;91;31.41;29.45;2
0.01;9;5.43;54.46;0
0.01;35;35.25;87.89;0
0.04;94;25.02;84.11;2
0.01;15;37.23;91.79;1
0.04;91;15.42;80.39;2
0.04;82;9.19;95.15;2
0.02;38;29.99;44.76;1
0.03;59;3.82;22.29;1
0.04;21;9.97;15.01;1
0.01;41;2.25;18.88;0
0.0;47;-0.27;11.44;0
0.04;32;31.01;82.93;1
0.01;35;15.94;19.53;0
0.01;84;39.37;97.41;2
0.02;40;38.25;50.59;1
0.01;29;4.01;18.04;1
0.04;59;27.31;99.62;1
0.01;85;24.32;13.55;2
0.05;91;7.13;27.77;2
0.05;61;-7.43;75.26;1
0.03;18;31.43;56.98;1
0.05;17;11.73;84.88;1
0.05;46;31.57;57.56;1
0.24;104;31.43;82.73;2
0.03;99;22.26;55.13;2
0.02;12;32.47;99.81;1
0.03;19;-4.82;55.68;1
0.04;44;-1.56;51.85;1
0.02;88;37.65;20.35;2
0.01;18;9.57;19.12;0
0.03;89;6.38;31.31;2
0.01;31;-4.95;89.87;0
0.0;11;-9.1;95.47;0
0.01;22;-9.34;80.32;0
0.01;101;27.58;14.93;2
0.03;46;0.42;31.81;1
0.03;83;3.5;89.23;2
0.05;94;11.76;80.2;2
0.03;53;34.33;33.81;1
0.01;21;-7.0;56.46;0
0.02;62;34.93;43.53;1
0.01;21;27.07;71.47;0
0.04;82;10.1;29.55;2
0.04;38;-6.72;22.38;1
0.02;32;-0.3;27.75;1
0.05;95;-6.85;69.14;2
0.01;17;3.72;11.56;0
0.0;36;6.97;95.96;0
0.02;93;29.33;28.39;2
0.01;39;34.78;43.76;0
0.01;36;7.69;31.42;0
0.02;93;12.41;15.46;2
0.05;99;36.57;37.76;2
0.01;34;-7.39;56.09;0
0.01;36;23.04;14.98;0
0.04;85;1.33;23.45;2
0.01;24;39.13;94.93;0
0.01;94;17.09;16.38;2
0.05;94;12.67;66.53;2
0.02;93;-8.87;72.17;2
0.01;9;-8.28;84.01;0
0.03;37;5.82;87.03;1
0.01;100;5.31;45.08;2
0.05;74;3.77;96.4;1
0.01;17;-8.44;60.72;0
0.01;14;-7.09;81.59;1
0.01;33;11.09;28.63;1
0.03;7;-1.25;62.73;1
0.01;43;-5.46;55.52;0
0.04;84;29.98;39.83;2
0.05;87;8.88;36.09;2
0.04;13;5.14;56.11;1
0.03;15;18.88;67.83;0
0.01;100;25.8;48.09;2
0.02;83;10.13;57.38;2
0.03;51;11.7;18.83;1
0.03;96;24.75;72.44;2
0.01;50;18.88;61.78;0
0.03;18;21.49;39.47;1
0.02;74;30.39;34.77;1
0.01;92;26.56;21.66;2
0.01;84;17.05;17.41;2
0.05;59;14.51;80.36;1
0.0;45;32.75;74.57;0
0.01;14;30.45;36.79;0
0.01;29;19.52;38.82;0
0.02;60;36.04;56.13;1
0.02;43;8.88;47.13;1
0.0;18;18.98;56.37;0
0.01;25;2.83;46.12;0
0.0;25;37.46;57.31;0
0.0;36;31.43;33.55;0
0.03;42;37.96;41.52;1
0.02;90;15.45;50.73;2
0.05;96;-5.98;97.69;2
0.0;10;-7.53;72.87;0
0.04;49;35.1;63.98;1
0.01;27;-0.31;37.39;0
0.04;84;5.09;16.75;2
0.04;69;28.2;60.65;1
0.06;27;19.26;66.1;0
0.0;101;22.49;18.05;2
0.01;10;-2.16;54.4;0
0.01;33;21.45;19.1;0
0.02;78;26.61;85.81;1
0.04;20;23.55;66.2;1
0.02;96;30.49;75.67;2
0.01;101;6.85;97.55;2
0.01;89;-6.77;17.99;2
0.01;82;36.2;94.14;2
0.02;72;8.16;21.19;1
0.0;95;3.03;20.88;2
0.03;91;-9.62;33.96;2
0.26;102;31.61;86.76;2
0.03;53;29.55;13.54;1
0.01;50;-6.8;59.69;0
0.04;96;6.22;12.16;2
0.0;35;9.6;71.54;0
0.01;50;6.14;95.89;0
0.03;99;4.11;73.76;2
0.03;11;-7.53;58.6;1
0.0;20;39.84;59.02;0
0.0;25;20.75;67.48;0
0.04;81;0.1;11.73;1
0.01;51;-6.31;33.39;0
0.0;92;-4.39;38.42;2
0.03;102;-2.79;94.66;2
0.02;13;1.6;97.83;1
0.03;85;38.08;50.75;2
0.05;54;11.96;41.46;1
0.05;53;30.54;10.43;1
0.01;13;34.13;33.08;0
0.01;93;19.01;71.26;2
0.02;43;8.27;18.22;1
0.01;58;-3.11;12.83;1
0.01;21;-2.48;76.42;0
0.03;96;-1.43;64.1;2
0.05;87;9.51;66.42;2
0.02;89;3.97;19.37;2
0.01;96;25.62;30.54;2
0.01;53;23.62;12.48;1
0.02;89;-1.72;24.73;2
0.01;6;1.17;97.23;0
0.02;70;14.83;26.47;1
0.03;34;3.41;13.82;1
0.01;30;-8.43;82.1;0
0.05;19;-9.81;61.28;1
0.03;90;29.81;47.93;2
0.05;94;14.55;97.32;2
0.01;39;5.25;77.99;0
0.01;52;35.65;80.14;1
0.0;13;14.48;15.71;0
0.03;99;1.25;81.49;2
0.01;30;16.33;50.73;0
0.04;37;34.54;34.53;1
0.01;42;17.06;79.84;0
0.04;70;38.98;58.22;1
0.01;7;6.92;57.6;0
0.01;15;13.92;27.55;0
0.01;25;32.94;48.62;0
0.05;69;-5.24;56.92;1
0.05;50;12.99;20.7;1
0.01;17;-3.57;31.52;0
0.01;41;1.18;69.83;0
0.02;89;-8.49;52.98;2
0.05;37;6.13;94.0;1
0.01;17;20.35;46.19;0
0.02;53;25.54;92.0;1
0.03;24;5.99;26.89;1
0.05;98;-1.92;65.22;2
0.01;18;-8.04;88.65;0
0.01;31;-9.31;55.26;0
0.04;92;-8.96;96.0;2
0.05;39;30.3;74.09;1
0.01;25;39.4;10.9;0
0.03;70;36.2;36.17;1
0.01;21;33.77;83.85;0
0.01;8;-5.36;54.21;0
0.01;16;26.65;55.93;0
0.01;86;-2.06;93.95;2
0.03;98;36.32;34.55;2
0.05;87;-5.82;29.38;2
0.0;41;-9.89;19.33;0
0.01;39;-0.1;16.91;0
0.01;31;38.23;57.59;0
0.05;90;1.41;85.1;2
0.09;25;23.85;65.84;0
0.0;12;-0.65;55.63;0
0.0;43;26.15;12.9;0
0.0;6;35.58;94.94;0
0.01;69;0.32;26.03;1
0.03;13;-7.57;13.74;1
0.04;18;18.82;65.51;0
0.02;38;21.88;73.81;1
0.05;96;20.24;57.47;2
0.01;84;28.84;42.37;2
0.01;90;23.98;22.36;2
0.01;23;17.13;15.13;0
0.01;32;33.86;98.4;0
0.01;45;-8.59;40.59;0
0.05;50;35.58;39.12;1
0.01;87;31.45;21.44;2
0.04;91;8.55;45.24;2
0.03;85;32.24;23.91;2
0.01;86;-2.11;70.59;2
0.02;66;-7.93;51.54;1
0.01;10;30.92;49.84;0
0.04;24;20.46;66.9;0
0.0;18;-3.58;70.28;0
0.03;18;4.61;63.33;1
0.03;101;20.66;39.89;2
0.03;13;18.27;18.98;1
0.01;10;7.3;68.22;0
0.03;20;5.25;60.67;1
0.0;56;28.39;20.3;1
0.02;101;-8.57;31.26;2
0.03;18;-7.74;13.6;1
0.01;12;11.95;62.56;0
0.04;83;11.07;70.62;2
0.01;28;-5.97;64.65;0
0.01;85;6.67;49.4;2
0.04;86;-7.6;34.64;2
0.07;37;18.79;63.43;0
0.01;48;11.51;51.36;0
0.06;29;20.38;63.73;0
0.05;86;-8.03;79.55;2
0.01;48;28.9;77.27;0
0.02;82;35.83;68.12;2
0.01;46;31.14;36.84;0
0.04;73;36.39;85.5;1
0.01;80;12.91;84.79;1
0.01;38;32.42;47.6;0
0.04;96;39.15;48.69;2
0.01;25;30.38;72.59;1
0.01;90;14.92;79.71;2
0.0;21;29.29;23.83;0
0.01;9;30.19;40.87;0
0.04;26;38.0;37.15;1
0.04;94;8.12;48.95;2
0.01;50;12.22;89.12;0
0.04;31;-2.99;60.13;1
0.01;23;13.64;76.63;0
0.02;90;-0.17;18.46;2
0.03;102;28.23;17.19;2
0.05;41;38.31;74.78;1
0.0;30;26.15;97.19;0
0.01;87;34.96;54.11;2
0.03;17;11.01;51.35;1
0.01;6;20.37;19.23;1
0.05;68;34.15;26.8;1
0.0;24;27.84;20.32;0
0.05;89;6.89;35.07;2
0.04;54;13.77;72.02;1
0.01;29;5.29;51.52;0
0.01;82;22.29;42.71;2
0.0;34;10.69;15.81;0
0.05;13;1.23;72.33;1
0.01;23;-8.9;15.09;0
0.01;32;19.63;74.31;0
0.01;27;13.15;78.06;0
0.0;7;4.29;30.07;0
0.01;45;29.14;95.73;0
0.0;87;15.57;56.56;2
0.01;97;9.82;58.57;2
0.01;27;12.63;82.65;0
0.03;85;38.34;53.16;2
0.04;91;6.96;94.99;2
0.04;90;10.66;24.03;2
0.0;7;-3.31;93.41;0
0.02;91;5.62;34.91;2
0.03;88;29.39;22.19;2
0.03;57;29.27;13.81;1
0.03;42;18.87;68.53;0
0.01;100;34.6;83.8;2
0.0;49;24.36;79.03;0
0.01;8;-3.05;55.94;0
0.01;100;12.06;82.63;2
0.03;96;36.19;40.59;2
0.05;5;-8.65;19.46;1
0.01;35;-8.34;22.65;0
0.05;88;8.27;54.67;2
0.0;11;29.2;23.4;0
0.0;19;7.21;64.05;0
0.04;6;32.35;66.48;1
0.01;76;32.02;48.46;1
0.01;93;26.92;40.62;2
0.02;100;12.78;29.15;2
0.05;87;-6.26;58.0;2
0.05;73;19.59;58.34;1
0.05;19;0.3;39.19;1
0.03;97;34.08;89.48;2
0.01;49;-5.44;88.39;0
0.01;36;5.89;95.84;0
0.01;41;11.58;21.44;0
0.01;91;3.7;77.29;2
0.02;96;17.64;18.38;2
0.01;7;-8.91;42.77;0
0.04;82;5.38;72.49;2
0.05;30;39.34;50.48;1
0.04;61;-7.35;40.31;1
0.01;25;39.74;84.16;1
0.03;84;38.27;96.63;2
0.02;64;0.93;23.22;1
0.04;96;-7.26;21.9;2
0.01;53;17.65;72.44;1
0.02;99;-4.13;10.57;2
0.04;94;-0.08;69.42;2
0.05;63;13.95;98.06;1
0.01;49;25.62;97.68;0
0.02;51;29.2;63.66;1
0.01;22;-5.14;33.86;0
0.04;83;19.33;34.24;2
0.27;103;31.73;86.48;2
0.01;38;30.59;62.55;0
0.04;74;-3.88;40.03;1
0.0;70;37.93;16.89;1
0.04;89;3.37;63.39;2
0.0;41;16.89;48.22;0
0.03;91;3.73;12.51;2
0.02;83;28.71;51.31;2
0.01;24;12.45;75.59;0
0.01;47;22.45;62.51;0
0.03;50;14.66;42.08;1
0.03;46;39.84;74.06;1
0.04;74;11.17;84.23;1
0.01;20;19.37;75.61;0
0.01;11;6.75;48.28;0
0.03;35;-6.41;19.29;1
0.03;78;-3.42;97.56;1
0.03;89;33.11;37.55;2
0.01;5;-0.76;83.03;0
0.02;80;17.66;61.48;1
0.02;91;22.32;68.69;2
0.04;93;11.85;33.05;2
0.03;38;35.4;19.85;1
0.0;68;24.06;49.12;1
0.01;101;39.95;12.39;2
0.01;48;-0.24;76.77;0
0.03;87;2.21;20.71;2
0.05;16;7.5;10.24;1
0.04;100;-7.77;11.55;2
0.03;18;9.49;63.18;1
0.0;23;37.3;82.9;0
0.02;91;10.79;51.39;2
0.01;5;-2.17;34.8;0
0.02;84;16.66;28.56;2
0.02;97;30.24;93.06;2
0.01;28;12.32;63.97;1
0.01;49;-9.93;90.32;0
0.04;71;4.59;72.58;1
0.03;59;1.89;62.73;1
0.01;99;-0.37;99.51;2
0.03;68;15.75;69.72;1
0.05;90;30.3;65.5;2
0.04;59;10.3;38.65;1
0.01;5;6.96;10.64;0
0.05;99;9.22;34.58;2
0.01;83;8.05;24.24;2
0.05;93;15.58;81.47;2
0.01;84;11.66;92.14;2
0.04;50;19.76;82.59;1
0.02;89;16.17;17.63;2
0.0;16;25.08;74.61;0
0.02;8;-6.18;75.95;1
0.04;40;18.45;45.53;1
0.04;93;37.92;41.86;2
0.01;10;7.14;82.94;0
0.04;36;29.46;75.84;1
0.04;48;14.19;43.15;1
0.03;16;16.1;74.93;1
0.03;102;16.49;22.98;2
0.03;87;16.81;51.6;2
0.03;96;-4.44;24.84;2
0.01;96;-3.78;13.01;2
0.0;39;-6.91;30.81;0
0.04;75;25.93;51.99;1
0.0;87;3.67;98.05;2
0.01;28;22.41;11.54;0
0.01;8;0.23;34.96;1
0.01;13;-7.52;19.91;0
0.01;88;37.21;17.74;2
0.01;95;30.7;97.02;2
0.03;66;17.85;56.92;1
0.01;23;21.51;54.1;0
0.04;99;26.97;40.72;2
0.02;95;16.95;49.73;2
0.01;42;38.26;23.77;0
0.01;47;3.49;97.22;0
0.01;33;28.1;45.22;0
0.01;50;8.25;49.04;0
0.01;43;39.38;89.53;0
0.01;26;16.77;91.55;0
0.02;92;4.4;12.46;2
0.04;50;16.55;75.91;1
0.04;46;37.64;11.51;1
0.04;65;20.51;72.31;1
0.02;99;-4.43;10.59;2
0.03;15;11.19;36.89;1
0.05;98;24.24;49.38;2
0.05;29;13.54;51.34;1
0.01;74;32.49;62.85;1
0.05;87;36.33;98.17;2
0.02;32;10.54;21.83;1
0.01;40;31.32;38.89;0
0.04;48;38.8;83.51;1
0.22;105;33.21;83.05;2
0.01;9;22.17;29.38;0
0.07;24;20.44;61.96;0
0.03;44;0.49;33.31;1
0.01;43;8.55;78.76;0
0.03;96;-4.92;24.51;2
0.04;71;38.22;20.56;1
0.03;50;11.02;17.71;1
0.05;84;0.83;83.26;2
0.01;100;11.03;95.47;2
0.01;71;-0.42;80.48;1
0.01;69;7.94;41.95;1
0.03;7;-0.99;10.23;1
0.03;101;18.62;78.32;2
0.04;18;-3.33;82.31;1
0.04;35;2.0;89.25;1
0.01;8;18.82;61.29;0
0.01;15;31.28;74.76;0
0.05;34;11.68;19.56;1
0.01;10;22.46;67.78;0
0.01;6;1.88;38.8;0
0.03;13;-8.45;32.55;1
0.03;39;24.6;88.24;1
0.0;7;7.51;67.8;0
0.03;39;29.0;52.12;1
0.02;48;16.48;89.14;1
0.0;26;7.61;81.57;0
0.03;83;19.19;36.07;2
0.03;94;-5.89;95.16;2
0.04;39;13.08;32.65;1
0.04;65;13.75;28.22;1
0.01;17;28.24;66.21;1
0.02;91;10.39;82.15;2
0.01;63;9.93;36.15;1
0.04;69;-3.73;61.8;1
0.03;16;14.34;14.46;1
0.03;75;-1.78;38.48;1
0.02;30;0.99;15.84;1
0.03;92;-1.9;32.0;2
0.05;99;-1.5;78.09;2
0.02;31;6.31;78.75;1
0.01;20;-2.68;56.19;0
0.0;42;35.88;53.67;0
0.04;85;1.29;75.54;2
0.03;87;11.54;58.65;2
0.03;64;-0.08;82.59;1
0.02;85;14.31;45.24;2
0.03;90;-6.9;67.81;2
0.01;98;37.65;81.62;2
0.03;76;-7.64;63.46;1
0.02;75;27.33;89.83;1
0.04;33;26.49;85.65;1
0.01;101;38.94;15.39;2
0.0;28;19.12;58.59;0
0.01;44;0.63;29.1;0
0.04;34;37.89;70.78;1
0.0;98;38.26;48.15;2
0.03;85;9.67;56.32;2
0.05;93;26.71;24.69;2
0.03;20;-7.34;53.83;1
0.02;79;33.85;88.3;1
0.01;43;37.34;48.14;0
0.01;33;20.72;64.77;0
0.01;51;4.31;61.49;0
0.04;94;-2.17;75.84;2
0.01;21;5.32;50.64;0
0.01;44;21.85;80.63;1
0.04;85;26.81;74.44;2
0.03;13;12.14;99.0;1
0.01;8;13.21;15.29;0
0.0;33;0.16;81.0;0
0.01;16;-5.16;78.77;0
0.01;82;30.3;85.51;2
0.01;42;38.98;27.29;0
0.01;42;-8.23;28.11;0
0.04;88;31.44;60.32;2
0.01;95;21.03;89.52;2
0.01;37;-7.6;50.47;0
0.04;92;20.63;98.14;2
0.03;15;9.05;77.67;1
0.03;87;18.25;81.92;2
0.01;20;19.48;14.03;0
0.05;20;-6.59;74.85;1
0.04;95;11.44;51.68;2
0.02;51;16.03;18.46;1
0.05;88;36.1;85.69;2
0.04;41;9.42;51.23;1
0.01;50;-5.36;56.79;0
0.03;71;12.59;21.02;1
0.03;86;-2.06;64.36;2
0.01;32;0.6;35.1;0
0.01;101;14.75;88.54;2
0.01;94;38.45;68.38;2
0.01;99;13.37;94.8;2
0.01;30;32.25;66.72;0
0.04;63;37.46;71.5;1
0.01;9;14.71;54.47;0
0.25;110;31.45;82.31;2
0.03;89;4.43;29.33;2
0.02;64;18.63;90.28;1
0.02;99;17.13;93.64;2
0.04;99;33.16;76.03;2
0.03;75;14.38;58.24;1
0.01;18;37.25;22.55;0
0.04;95;33.67;62.82;2
0.0;35;33.97;30.67;0
0.03;10;32.74;18.98;1
0.01;24;34.64;87.49;0
0.05;92;4.68;64.01;2
0.03;16;5.22;86.25;1
0.02;45;36.47;83.85;1
0.03;99;-6.61;78.74;2
0.03;23;33.1;69.24;1
0.03;83;-2.02;43.73;2
0.03;80;18.07;26.81;1
0.04;19;37.03;12.29;1
0.03;22;22.69;53.25;1
0.02;102;10.73;32.69;2
0.1;30;19.36;66.29;0
0.03;14;9.18;39.25;1
0.05;34;-6.51;65.42;1
0.02;82;30.25;32.13;2
0.01;32;16.2;39.45;0
0.0;11;5.35;46.53;0
0.03;96;1.75;69.13;2
0.01;5;34.4;84.2;0
0.26;113;32.71;83.11;2
0.01;28;0.08;89.79;0
0.01;6;28.14;78.76;0
0.01;27;-5.19;51.98;0
0.01;42;25.76;13.79;0
0.29;103;31.14;83.37;2
0.01;83;-8.57;19.1;2
0.01;28;35.84;81.24;0
0.04;54;35.56;65.45;1
0.01;24;1.24;21.05;0
0.01;36;2.53;22.38;0
0.03;91;3.44;15.01;2
0.01;24;26.93;17.18;0
0.03;56;35.24;87.17;1
0.01;28;0.2;99.54;0
0.01;16;29.62;38.99;0
0.04;27;17.99;79.34;1
0.04;88;-5.7;76.17;2
0.04;94;37.13;69.87;2
0.01;36;8.34;41.49;0
0.01;51;32.78;16.43;1
0.02;57;32.15;54.57;1
0.02;90;24.28;92.27;2
0.01;14;34.75;80.65;0
0.04;92;36.25;53.85;2
0.01;47;36.77;52.06;1
0.05;22;7.52;84.64;1
0.02;86;26.04;81.06;2
0.03;97;17.71;46.14;2
0.06;38;21.23;67.4;0
0.01;45;7.81;89.59;0
0.02;101;8.27;67.29;2
0.05;69;35.98;51.28;1
0.02;94;27.67;94.62;2
0.03;60;2.51;85.59;1
0.01;76;-2.55;70.12;1
0.04;42;-7.8;74.32;1
0.05;101;17.97;93.59;2
0.03;91;25.69;12.57;2
0.04;94;3.35;95.45;2
0.03;33;4.06;97.71;1
0.01;7;30.44;52.44;0
0.04;5;16.71;86.93;1
0.02;92;39.44;69.24;2
0.0;40;23.93;81.62;0
0.02;92;-7.85;16.65;2
0.02;11;-7.22;97.26;1
0.03;90;-5.23;15.58;2
0.03;88;7.16;53.45;2
0.02;50;-1.95;67.05;1
0.0;6;5.76;56.59;0
0.01;99;33.06;56.89;2
0.02;7;12.42;32.76;1
0.04;98;18.62;56.85;2
0.02;65;35.42;56.83;1
0.04;78;2.68;95.8;1
0.01;23;10.77;64.83;0
0.02;92;20.45;73.9;2
0.01;90;-3.06;35.86;2
0.03;99;11.62;34.21;2
0.01;44;-4.97;31.82;0
0.03;41;15.82;81.05;1
0.0;11;16.7;13.93;0
0.04;95;-9.31;90.25;2
0.01;52;37.01;66.8;1
0.02;85;-3.56;83.82;2
0.01;24;-8.47;26.08;0
0.01;25;9.5;59.9;0
0.03;88;11.9;17.21;2
0.01;36;0.61;79.58;0
0.05;100;12.7;92.65;2
0.1;33;19.54;67.64;0
0.01;14;9.03;65.09;0
0.04;66;-5.67;32.02;1
0.04;92;18.14;23.26;2
0.0;19;31.33;85.13;0
0.03;53;10.18;97.62;1
0.21;115;33.22;85.56;2
0.02;89;30.41;46.13;2
0.04;26;34.54;41.71;1
0.27;113;33.64;85.46;2
0.01;43;38.58;82.39;0
0.02;41;-1.52;85.44;1
0.01;23;31.33;89.17;0
0.03;93;29.97;56.55;2
0.22;104;32.31;82.19;2
0.01;67;32.95;90.03;1
0.03;75;27.67;63.67;1
0.01;25;21.92;53.86;0
0.01;56;23.79;81.68;1
0.01;38;14.38;85.99;0
0.02;47;11.52;52.64;1
0.03;59;5.45;90.83;1
0.03;89;18.65;82.03;2
0.01;71;-0.43;47.85;1
0.05;44;4.56;85.24;1
0.03;49;15.84;81.13;1
0.0;38;38.13;17.71;0
0.02;88;19.77;94.12;2
